ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
36-30,30/03/23 21:02:02,https://twitter.com/mrleoRN/status/1061136436844408832,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,FEM golden age,@mrleoRN,Rom,(No bio),Anonymous,10/10,46,40,(Not stated),What sacrifice? Success can never achieve without sacrifice. Ano gusto mo biglang yaman tayo? Infrastructure of FEM time is undeniably the golden era of PH. After FEM we became stagnant with development. Now that we are developing we hear your nonsense,,"Text, Reply",11/10/18 14:00,https://drive.google.com/file/d/1jajh8wU2-u0yNEaaRnJGMuHO0nSY6FG9/view?usp=sharing,Emotional,0,0,0,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.",,,,,,
36-31,30/03/23 21:11:48,https://twitter.com/debrales_o/status/1528656293497798656,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Mapayapa, Ligtas, Maunlad, Tahimik, Marcos, Philippines",@debrales_o,Debrales Goc-ong,Laughter,Identified,02/22,4,0,(Not stated),"Sorry Po Ma'am ,Sabi ng Lolo ko ,Mabuti n may Martial Law noong Marcos Kasi ,walang drugs ,walang mag iinom ,walang maninigarilyo,may curfew at maunlad Ang Pilipinas.walang terorista ,Walang NPA,mapayapa Ang Pilipinas .",,"Text, Reply",23/05/22 16:37,https://drive.google.com/file/d/1v6RjMPvQliGD-T633ckXx5N5KfaDNvss/view?usp=share_link,Emotional,3,0,0,0,,"MISLEADING, UNPROVEN","Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",Account citing from personal experience.,,,,,
36-32,30/03/23 21:21:45,https://twitter.com/bebetterpinoy/status/1473145733263986690,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,Marcos golden era,@bebetter_pinoy,原 Ms.Z ۦۦ ۦۦ,"🤜🤛 UNITEAM ✌️🤝👊
Mahalin Natin ang Pilipinas 🇵🇭
sama-sama tayong BaBangon Muli ❣️",Anonymous,10/21,1408,1183,Republic of the Philippines,GOLDEN ERA DURING MARCOS VS GARBAGE ERA OF AQUINO'S 😅🤔 .. di lahat ng past mag relay lang sa libro .. dahil simula ng na upo si Cory di na umunlad ang bansa .. sinisisi nyo ang Marcoses just bcuz he has gold na pwd ipa mudmod sa Pinas ? But until now di nakukuha ng PCGG?,,"Text, Reply",12/21/21 12:18,https://drive.google.com/file/d/1AiP68fkmy8WDFiZ5mvagPHhD1PeoKM6G/view?usp=sharing,Emotional,1,0,0,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.",,,,,,
36-33,30/03/23 21:33:17,https://twitter.com/lily_mahal5/status/1524799391252586500?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Mapayapa, Ligtas, Maunlad, Tahimik, Marcos, Philippines",@lily_mahal5,Love5💙🇵🇭🐺🍁☀️,"Encourage one another and build each other up! Show love, kindness and compassion to others. Love yourself! this acct is mostly for MAHALIMA💙",Anonymous,02/22,1689,1302,Canada,Kaya magtanong kayo sa lolo't.lola niyo para alamin ang nakaraan. Hindi ba kayo nagtataka kung bakit ang matatanda ay loyal sa Marcos. Dahil yung mga abiding citizen noon ay mapayapa at maayos ang pamumuhay.,,"Text, Reply",05/13/22 01:11,https://drive.google.com/file/d/19jogTP--Mw10n5CyiYf6C5acwdzDm7_o/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,Thousands of law-abiding citizens experienced human rights violations during Martial Law.,Account citing from personal experience.,,,,,
36-34,30/03/23 21:36:41,https://twitter.com/kylelawpez/status/729989667802615809,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,Marcos Sr. golden age,@kylelawpez,EZKill DuhGrate,I'm just waiting for this pandemic to end swiftly,Anonymous,02/16,98,86,"Malolos City, Central Luzon",Golden Age ng Pilipinas ang pamumuno ni Ferdinad Marcos Sr. Lets make our nation great AGAIN!!!!! #BBM4VP,,Text,05/10/16 19:01,https://drive.google.com/file/d/1CCtgxSkJF6xLLHeL1wENJf0IEA3VqoFT/view?usp=sharing,Emotional,1,0,1,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.",User did not state evidence to support their claim.,,,,,
36-35,30/03/23 21:51:36,https://twitter.com/PrinceRyan03/status/1440333696658120707?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Mapayapa, Ligtas, Maunlad, Tahimik, Marcos, Philippines",@PrinceRyan03,Ayan D. 👑,"B_I_N_G_O

#Mamba24ever#",Anonymous,07/09,177,50,"Makati City, National Capital Region","salamat kay President Marcos, dahil sa pagdeklara ng martial law nailigtas ang Pilipinas sa kamay ng mga komunista/NPA at mga aktibista. Peaceful and disiplinado mga tao non. Maganda para sa mga sumusunod sa batas at nightmare nman para sa mga pasaway.",,Text,21/09/21 23:14,https://drive.google.com/file/d/1JH7m_EVRwFHYIqLHtFGSTCMAHn6BmtK2/view?usp=share_link,Emotional,2,0,2,0,,MISLEADING,"Marcos did not save the Philippines from CPP-NPA-NDF, it only exacerbated the threat. 

Thousands of law-abiding citizens experienced human rights violations during Martial Law.

FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.",,,,,,
36-36,30/03/23 22:12:00,https://twitter.com/maria47215/status/1456427198093484033,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,Marcos mapayapa,@maria47215,シャネル❤️,"Great is the LORD, and greatly to be praised; and his greatness is unsearchable. PSALMS 145:3🙏🏻📖 CHURCH OF GOD - ACTS 20:28",Anonymous,07/14,3150,1950,Japan,"Buhay na buhay po ako noon panahon ni Pangulong Marcos. Ang mga salot na sumisira sa bayang Pilipinas lang ang mga nakukulong , kung namumuhay ka ng mapayapa at sumusunod sa batas hindi ka makukulong . Ang mga masasama nararapat makulong .",,Text,11/05/21 09:04,https://drive.google.com/file/d/1RYTX2a-xTeuLooHWehkZbdrxMG70C5Sa/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",User cites from personal experience.,,,,,
36-37,30/03/23 22:23:18,https://twitter.com/lily_mahal5/status/1524794293889671171,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,Golden era,@lily_mahal5,Love5💙🇵🇭🐺🍁☀️,"Encourage one another and build each other up! Show love, kindness and compassion to others. Love yourself! this acct is mostly for MAHALIMA💙",Anonymous,02/22,1689,1302,Canda,Oo nga mga buwis natin ang pinagpagawa niyan. Ang point dyan ay may mga mga makikitang pinagawa si FEM dahil kasi maraming galit sa mga Marcos. Ang image na kasi ni FEM ay para na siyang killer at magnanakaw.,,"Text, Reply",05/13/22 12:51,https://drive.google.com/file/d/14wr-POXF7PzIntrZ3t3HMMYnwvs8uqfQ/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-38,30/03/23 22:28:49,https://twitter.com/JMF0927/status/1572391255107305472,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Mapayapa, Ligtas, Maunlad, Tahimik, Marcos, Philippines",@JMF0927,TheFamousJojo,OpsMan,Anonymous,04/22,1090,918,"Tagaytay, Calabarzon","50 years ago, President Ferdinand Edralin Marcos saved the Philippines from being a communist state by declaring Martial Law. Do remember that you have your freedom today because of that. #HappyMartialLawDay",,Text,21/09/2022 9:04,https://drive.google.com/file/d/1JUWTfgRPGYPdTWjQ5ANnXogaJb3zO0NQ/view?usp=share_link,Emotional,548,14,206,0,,MISLEADING,"Marcos did not save the Philippines from CPP-NPA-NDF, it only exacerbated the threat. 

Thousands of law-abiding citizens experienced human rights violations during Martial Law.",,,,,,
36-39,30/03/23 22:35:53,https://twitter.com/jomzkiel/status/1453447275821273093,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,Marcos mayaman,@jomzkiel,JOMIL,Funny Romantic 😂 and Playfull of Everything 😁 ⚓ crane op. currently onboard.,Anonymous,03/17,32,3,"Leyte, Rehiyon ng Silangang Vi","pagpapalit ko pa ba mga sinabj ng lola at lolo ko about s marcoses, even nanay at tatay ko ,panahon ng marcos napakagaan ng buhay. sagana s lahat. mapayapa. kung di ka anti government walang problema.",,"Text, Reply",10/28/21 03:43,https://drive.google.com/file/d/1jKYbglrYJuay6NI8SwGAZ4t2MZ1_xUpl/view?usp=share_link,Emotional,6,0,0,1,,MISLEADING,"Thousands of law-abiding citizens experienced human rights violations during Martial Law.

FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.",,,,,,
36-40,30/03/23 22:38:20,https://twitter.com/JaneTheVirgo13/status/1506864559323156480?s=20,36,"Atienza, Carmelo",MRCS,“Golden era” during the FEM regime,"Mapayapa, Ligtas, Maunlad, Tahimik, Marcos, Philippines",@JaneTheVirgo13,Jane,my main account got suspended . im a virgo.. im a single mom i have a stable job i love alternative music esp 90's/2000 i like crime movies and documentaries,Anonymous,12/21,632,656,Jakarta Capital Region,Sino nakakitim nito?during elementary days..ang sarap nito grabe..How i wish naabutan ko ung mga ganitong eksena Maganda ang binigay nila sa mga pilipino but sinuklian natin ng pighati! Kaya babawi tayo kay BBM! alt-text: NUTRIBUN,,Text,24/03/22 13:24,https://drive.google.com/file/d/1O1mh0HxbImLnCSt881JbU9Da8ZUJbg4F/view?usp=share_link,Emotional,144,57,169,0,,MISLEADING,Nutribun was not a project of Marcos.,Tweet included pictures of Nutribun during Marcos' era.,,,,,
36-41,30/03/23 23:38:13,https://twitter.com/tipikal6/status/1548295009526370313,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@tipikal6,tipikal,Debugging life and chilling out. Likes to retweet 🤣😂😅.,Anonymous,08/19,2092,1380,(Not stated),"Hindi na ako maiingit sa mga nanay, tatay, tito tita, lolo at lola pag sinabi nila na mas mabuti pa noong panahon ni Marcos. Mas maayos, mas may disiplina, may bayanihan at pagtutulungan, nakaka-proud maging Pinoy, at mas maunlad ang bansa.",,Text,07/16/22 21:14,https://drive.google.com/file/d/1TbcLyb2WnzB20Wbikv_IP7nKI5tadnxG/view?usp=share_link,Emotional,105,0,11,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.

Thousands of law-abiding citizens experienced human rights violations during Martial Law.",,,,,,
36-42,30/03/23 23:53:45,https://twitter.com/nekozekeu/status/1534888847964016651,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunald, Marcos mapayapa",@nekozekeu,Zeke 🇵🇭♊️✨,Frustrated writer turns to unhealthy coping mechanisms to deal with the hollowness of capitalist society and nihilistic existentialism.,Anonymous,05/13,995,451,"Manila, Philippines","Ng panahon ni Marcos Sr. maunlad ang Pilipinas, and one of the most influential tiger economies sa Asia. Lodi tayo noon 
BUT, di uubra noon yung freedom of speech that we enjoy today on Twitter. 
Noon pag nag critic ka sa gobyerno, dedz ka na haha 
The things we take for granted.",,Text,06/09/22 21:23,https://drive.google.com/file/d/1fEd-yirMES4WeMEDtvU2K4pX1JwIPKqg/view?usp=share_link,"Rational, Emotional, Transactional",0,0,0,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.",,,,,,
36-43,31/03/23 00:00:24,https://twitter.com/maria47215/status/1216225317720707072,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@maria47215,シャネル❤️,"Great is the LORD, and greatly to be praised; and his greatness is unsearchable. PSALMS 145:3🙏🏻📖   CHURCH OF GOD - ACTS 20:28",Identified,07/14,3150,1950,Japan,"#MarcosPaRin mas maayos , maunlad , mapayapa ang bansang Pilipinas, ultimo mga Farmers harvesting well because of President Marcos project Masagana 99 & take note Philippines 🇵🇭 is one of the biggest exporter ofRice 
#Buwang #PeoplePowerIsFraud 🎗👎🏻😡😡

https://www.facebook.com/WNFNOfficialBl",,"Text, URL",12/01/20 12:57,https://drive.google.com/file/d/10HzVFM-g534tFd7oWBTbQD8FY1datawg/view?usp=share_link,"Rational, Emotional, Transactional",0,0,0,0,,MISLEADING,"Masagana 99 both a success and a failure, experts say",Tweet is part of a thread of 2 arguing users regarding FEM's regime,,,,,
36-44,31/03/23 00:06:39,https://twitter.com/djplaza23/status/1440420515601018885,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,Marcos mapayapa,@djplaza23,sithlord23,(No bio),Anonymous,11/13,1185,422,(Not stated),I was able to witness Marcos Regime later years of ML. Mapayapa sa kanayunan may curfew lng. MURA ang BILIHIN! Sa 1 peso ko na baon noon sa school makakabili ka n ng  MERIENDA. Dumating ang EDSA doon na nagkagulo dumami ang patayn sa amin salvage dito salvage doon 1/2,,"Text, Reply",09/22/21 04:59,https://drive.google.com/file/d/12s984R0k4tKfZ6sPkFSVOtXaZkvEccRM/view?usp=share_link,Rational,5,0,0,0,,MISLEADING,"Contrary to what the user claimed, the 1986 EDSA Revolution was peaceful.",User is speaking from 'personal' experience.,,,,,
36-45,31/03/23 00:08:32,https://twitter.com/maria47215/status/1216218775256612864,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@maria47215,シャネル❤️,"Great is the LORD, and greatly to be praised; and his greatness is unsearchable. PSALMS 145:3🙏🏻📖   CHURCH OF GOD - ACTS 20:28",Identified,07/14,3150,1950,Japan,"Praising ? Bulag !! Lahat ng nasa paligid mo si Marcos ang May gawa . From PGH , Heart center , lungs center , CCP . FAT , MIA 1 and so on . Ngayon May mga demonyong mag established ng CPP/ NPA Kumander Dante , ninoy aquino was one of them & so Joma sison na sumiraNgKapayapaan",,"Text, Image, Reply",12/01/20 12:42,https://drive.google.com/file/d/1-J_OcgNjhWWBRgyfCcknjdmf_nx7_gF6/view?usp=share_link,"Rational, Emotional",0,2,0,0,,MISLEADING,"There is no evidence that Ninoy Aquino was a member of the CPP-NPA.

67% of PAL shares were sold by Cory Aquino as part of the Philippine Privatization Program as a response to the immense debt the nation was in after FEM's administration.

""Masagana 99 both a success and a failure, experts say""

FTI was also sold as part of the Philippines Privatization Program.",Tweet contains various images containing misinformation regarding the regimes of FEM and the Aquinos and is part of a thread of 2 arguing users,,,,,
36-46,31/03/23 00:17:32,https://twitter.com/iceeteae2/status/1529665904820498432,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@iceeteae2,veniceee,(No bio),Anonymous,05/19,83,110,(Not stated),Atsaka magtaka pa kayo kung bakit umabot ng 24 YRS si FEM as president dahil maunlad ang pilipinas non at halo puro paninira ang ginawa ng dilawan ang noynoy aquino airport ay dating marcos international airport nang mamuno si cory pinalitan to noynoy😀😀,,Text,05/26/22 11:29,https://drive.google.com/file/d/10UvoPKdy77R1sbjsV4gy7NPpskWsbtpI/view?usp=share_link,Emotional,1,0,0,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.",User claims that the Philippines was prosperous during the Marcos Sr. regime.,,,,,
36-47,31/03/23 00:28:11,https://twitter.com/micaela_tubig/status/1523924818009419776,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@micaela_tubig,Mica🤍,I don't have time for nonsense things.,Anonymous,05/22,172,4,"National Capital Region, Republic of the Philippines","My lola use to say noong panahon na marcos ang nakaupo, maayos at mapayapa ang pamumuhay ng mga tao. Isa ang pilipinas sa pinaka mayamang bansa. Why don't you'll talk about aquino's bulag ba kayo at di nyo makita ang mga ginawa ng mga aquino na ikinabagsak ng pilipinas?Gising uy!",,Text,05/10/22 15:16,https://drive.google.com/file/d/1b8dHY5023tk1aGMsXBgeQSJ_5hA01Sc1/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"FEM Administration did not mark the ""Golden Era;"" economy plummeted during this time.

Thousands of law-abiding citizens experienced human rights violations during Martial Law.",User is speaking from 'personal' experience.,,,,,
36-48,31/03/23 00:35:42,https://twitter.com/KniveTjones07/status/1497396199925579779,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@KniveTjones07,Kevs,Artistang hindi sikat,Anonymous,08/17,607,561,"Calabarzon, Republic of the Philippines",Uto-uto kala mo naging parte ng kasaysayan! tanga! Wag kang one sided! paano naman yung mas.maraming namuhay ng mapayapa noong panahon ni marcos. ano yon kayo lang ang dapat masunod? Kayo ang tunay na diktador! sinira nyo ang Pilipinas! mga gago!,,Text,02/26/22 10:20,https://drive.google.com/file/d/1FqktriRQ_CKTwloy6X34rhvI7HG1kosr/view?usp=share_link,Emotional,0,2,0,0,,MISLEADING,Thousands of law-abiding citizens experienced human rights violations during Martial Law.,User did not provide evidence to support their claim that a lot of people lived peacefully during the Marcos Sr. regime.,,,,,
36-49,31/03/23 00:51:43,https://twitter.com/maria47215/status/1279926880016019456,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@maria47215,シャネル❤️,"Great is the LORD, and greatly to be praised; and his greatness is unsearchable. PSALMS 145:3🙏🏻📖   CHURCH OF GOD - ACTS 20:28",Identified,07/14,3150,1950,Japan,"Ito basahin mo , maayos , disiplinado , maunlad , mapayapa ang bansang Pilipinas sa panahon ni late Marcos , ang aquino&HisGangs ang nangugulo tulad ng ginagawa ng mga aquino&AliporesNgayonkay PangulongDuterte namana nila g eviltactics ng hero ngevilness 

https://kahimyang.com/kauswagan/articles/581/ninoy-aquinos-ties-with-the-new-peoples-army-and-the-communist-party-of-the-philippines",,"Text, URL, Reply",06/07/20 07:55,https://drive.google.com/file/d/1B3oE9L2Gec7VaYN7I4JMlLKkrvejb8ja/view?usp=share_link,Emotional,3,1,0,0,,MISLEADING,"The PH was in bad condition before Martial Law declaration- high poverty rate, lack of job opportunities, and high inflation.

Ninoy Aquino is not a CPP-NPA, MNLF organizer.",User linked an article discussing Ninoy Aquino's ties with the CPP-NPA,,,,,
36-50,3/31/2023 0:58:44,https://twitter.com/msuniversemimi/status/1440181350292545537,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@msuniversemimi,Ateh Mimi,Architect (INTJ-T) https://16personalities.com Market Analyst of the Millennium Historian Symbologist Lambily Volleyball player Pageant Fan #OursDU30 #Uniteam,Identified,04/12,385,202,"Brgy. Santolan, Pasig City, PH",Thank You Apo Lakay for declaring #MartialLaw naging maayos at mapayapa ang Pilipinas kahit sa maiksing panahon ng kasaysayan #MarcosIsAHero #NinoyIsNotAHero #Marcos,,Text,09/21/21 13:09,https://drive.google.com/file/d/1Ll4EvVyVlfSjUUSVIKV1Lje-lFc_rkqY/view?usp=share_link,Emotional,1,0,1,0,,FALSE,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-51,31/03/23 00:58:46,https://twitter.com/EmmaEiight/status/1439044735159525382,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@EmmaEiight,Emma,I'm so poor I couldn't even pay attention 🤷‍♀️,Anonymous,08/15,4654,4347,(Not stated),"hindi po lahat pumunta sa edsa, hindi rin lahat biktima ng martial law, meron mga nabubuhay ng mapayapa, meron din mga nasa bahay lang at nagdadasal na hindi masakop ng mga rallyista, npa at militante grupo ang malacañang, di lumaban si marcos kea mabuhay kayo mga npa!!!",,Text,09/18/21 09:52,https://drive.google.com/file/d/1AqWbzYD2EHQYUNyUmYHtFq7yx6D0vZfe/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-52,31/03/23 01:45:52,https://twitter.com/dingdongmantes/status/1297581189604216838,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@dingdongmantes,Dingdong Mantes,😎😎,Anonymous,11/17,837,620,Republic of the Philippines,Nagkaleche na ang pinas mula ng wala si Marcos.Kaya ngayun hirap makabangon.Saan ba nag umpisa grabeng korapsyon sa local govt?ng maupo si Corazon?Si Marcos di perpekto pero hangad niya umunlad ang bansa at maging mapayapa.Dami niya proyekto kasi nagawa ng 3 presidents combined,,"Text, Reply",24/08/20 01:07,https://drive.google.com/file/d/1XNIl_QMeRp_7Q9LrGSSBWxcnFEoXjAfc/view?usp=share_link,Emotional,1,0,0,0,,MISLEADING,"FEM has a Guinness World Record as the “Greatest Robbery of a Government"" showing how high the corruption was under his administration.",Tweet is a reply to an old tweet by Vico Sotto stressing that Marcos (FEM Sr.) is not a hero.,,,,,
36-53,31/03/23 01:55:30,https://twitter.com/M_P_A_7/status/1305469366268579840,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@M_P_A_7,Capricorn,"Ang Bayan ko ay tangin ikaw
Pilipinas kong Mahal
Ang Puso ko at Buhay man
Sa iyo ibibigay...",Anonymous,08/17,107,73,Kingdom of Saudi Arabia,"Saan mo Naman napulot yan picture mo, pinanganak ako noon panahon ni Marcos at mapayapa Ang Buhay noon. Kaya mayroon taong tulad Ng tatay mo na gustong guluhin Ang gobyerno.",,"Text, Reply",14/09/20 19:32,https://drive.google.com/file/d/1qcViWFuc9-Y5XRr7JGRL2v8Csn1euZqz/view?usp=share_link,Emotional,0,1,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",Tweet is part of a thread of 2 arguing users,,,,,
36-54,31/03/23 02:02:39,https://twitter.com/JuniorSean_/status/1308956917683773442,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@JuniorSean_,𝙅𝙪𝙣𝙞𝙤𝙧,Philippians 4:13🍀 | New acc.,Anonymous,07/18,180,122,Republic of the Philippines,"Minsan, tinatanong ko yung mga matatanda kung kumusta pamumuhay nila noong panahon ni Marcos at panahon ng martial law. Actually lahat sila sinasabi na mapayapa at matiwasay ang pamumuhay nila noon, walang gulo at mura ang mga bilihin. Malayong malayo raw sa panahon ngayon. Hmm🤔",,Text,24/09/20 10:30,https://drive.google.com/file/d/16K66Axe310Lb4p1zin7ms1WjJjCzdrFK/view?usp=share_link,Emotional,4,2,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-55,31/03/23 02:08:11,https://twitter.com/mylvebrie/status/1520262092703813633,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@mylvebrie,nini,ISIIANE.,Anonymous,01/22,33,2,(Not stated),nanakawan nya napo ba kayo?Tsaka d magnakaw ang Marcos kse may sariling yaman Yan at ung yaman kanila mismo sa family nila.Kaya nga maunlad ang pilipinis noon nung si FEM pa ang namumuno.Kung d nyo sya iboboto then hayaan nyo na pra magkaron nmn ng peace,,"Text, Reply",30/04/22 12:41,https://drive.google.com/file/d/1HvRc0N6235sHmJfuCUZgoCKBCT2piJVd/view?usp=share_link,Emotional,0,0,0,0,,FALSE,"FEM even has a Guinness World Record as the “Greatest Robbery of a Government"" ",Tweet is a reply to another user's tweet comparing the crowd at BBM's and Leni Robredo's rallies during the 2022 election campaign period,,,,,
36-56,31/03/23 02:15:14,https://twitter.com/stkidph/status/1440253039651082242,36,"Abcede, Pau",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@stkidph,L.S.,Status Daily,Anonymous,12/19,19,8,(Not stated),"Filipinos what happened to you all? Sa aklat kayo bumabase o sa kung ano man artikulo noon, pero hindi niyo man lang pakinggan ang nakaranas ng #Marcos era, maunlad at mapayapa. #MarcosParin #NinoyIsNotAHero",,Text,21/09/21 17:54,https://drive.google.com/file/d/1V0h-1FLcJVF5VwLW2cdsMIqxfaR_fQwo/view?usp=share_link,Emotional,0,0,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-57,31/03/23 09:29:07,https://twitter.com/Maria_Layno/status/1446187074088931338,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@Maria_Layno,.,Future Navy.,Anonymous,07/19,773,40,(Not stated),Panahon ni Ferdenad Marcos mapayapa at desiplinado pero nung si Cory Aquino nag ka gulo gulo na mga tao.,,Text,08/10/21 02:54,https://drive.google.com/file/d/1LQvEEpkP_YDY__POnk2-Q6b6PwKGiDsL/view?usp=share_link,"Rational, Emotional",0,0,0,0,,MISLEADING,"Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",,,,,,
36-58,31/03/23 09:29:09,https://twitter.com/YourCutieeBoy/status/1454148306737631236?s=20,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@YourCutieeBoy,K H I E Ñ,5’6 | Taurus✨ 1999 👑| A Good Person w/ Good Habits 👌,Anonymous,02/16,538,56,Philippines,True ate pati lolo at lola ko yan ang sabi tapos dipa daw sila nagugutom kahit walang baon kasi may libreng snacks sa school,,"Text, Reply",10/30/21 02:09,https://drive.google.com/file/d/1TVo6UcjJeGDL2azU1E4Oln3aQax--5hi/view?usp=share_link,Emotional,0,0,0,0,,FALSE,"There was starvation during the Marcos regime, contrary to what the user claims.",Tweet is a reply to another user's tweet that is about their family's experiences during the Marcos regime.,,,,,
36-59,31/03/23 09:29:10,https://twitter.com/maria47215/status/1469498853728690177,36,"Maximo, Calvin James",MRCS,“Golden era” during the FEM regime,"Marcos maunlad, Marcos mapayapa",@maria47215,シャネル❤️,"Great is the LORD, and greatly to be praised; and his greatness is unsearchable. PSALMS 145:3🙏🏻📖   CHURCH OF GOD - ACTS 20:28",Identified,07/14,3150,1950,Japan,"Mapayapa ang bayang Pilipinas sa panahon ni Pangulong Marcos, nakakapaglaro kami ng patintero sa gabi every weekend walang pasok sa school . No drugs , no rape , ni criminals, kung demonyo ka at law violators natural  may parusa

https://youtu.be/KlZNAFSOByA
#BBMSARA2022 ✌🏻🇵🇭👊🏻",,"Text, Reply, URL",12/11/21 10:46,https://drive.google.com/file/d/1oeAcOTcyGyAEKl4Ns6_iWkZ-Yi1hDXrE/view?usp=share_link,Emotional,1,0,0,0,,"MISLEADING, FALSE","Martial Law was a time of suppression and a dark chapter in Philippine history, marked by corruption, human rights violations, and fear.",Tweet contains a URL to a YouTube video about the late actor Eddie Garcia being interviewed by a reporter regarding his personal experiences under the Martial Law.,,,,,
